id,price,log1_price,latitude,longitude,distance_to_city_center_km,neighbourhood_cleansed,property_type_clean,room_type,accommodates,bedrooms,bedrooms_missing,beds,beds_missing,bathroom_count,bathroom_privacy,bathroom_information_missing,has_license,amenity_count,has_wifi,has_kitchen,has_parking,has_washer,has_air_conditioning,has_workspace,has_balcony,has_dryer,has_elevator,has_smoke_alarm,allows_pets
39517618,288.0,5.666426688112432,48.13581,11.5228,3.9101405164922043,Laim,serviced_apartment,Entire home/apt,2,0.0,0,1.0,0,1.0,unspecified,0,0,37,1,1,1,1,0,1,0,1,1,1,0
39520119,362.0,5.8944028342648505,48.13462,11.52305,3.899829258978358,Laim,serviced_apartment,Entire home/apt,2,0.0,0,1.0,0,1.0,unspecified,0,0,37,1,1,1,1,0,0,1,1,1,1,0
39521254,317.0,5.762051382780177,48.13511,11.5228,3.9144146637731656,Laim,serviced_apartment,Entire home/apt,2,0.0,0,1.0,0,1.0,unspecified,0,0,40,1,1,1,1,0,1,1,1,1,1,0
39554306,169.0,5.135798437050262,48.12442,11.56162,1.768809944101984,Ludwigsvorstadt-Isarvorstadt,apartment_like,Entire home/apt,2,1.0,0,1.0,0,1.0,unspecified,0,0,18,1,1,1,1,0,0,1,0,0,1,0
39736985,340.0,5.831882477283517,48.135353088378906,11.577025413513184,0.2542408873388186,Altstadt-Lehel,hotel_like,Private room,2,1.0,0,2.0,0,1.0,private,0,0,21,1,0,1,0,0,1,0,0,1,1,0
39745061,83.0,4.430816798843313,48.10264,11.61877,5.026670277717319,Ramersdorf-Perlach,house_like,Private room,3,1.0,0,1.0,0,1.0,shared,0,0,23,1,0,1,0,0,1,0,0,0,1,0
39789762,254.0,5.541263545158426,48.138893,11.552064,1.7427436284141344,Ludwigsvorstadt-Isarvorstadt,hotel_like,Private room,1,1.0,0,1.0,0,1.0,private,0,0,33,1,0,1,0,1,1,0,0,1,1,1
39790169,290.0,5.673323267171493,48.138893,11.552064,1.7427436284141344,Ludwigsvorstadt-Isarvorstadt,hotel_like,Private room,2,1.0,0,1.0,0,1.0,private,0,0,33,1,0,1,0,1,1,0,0,1,1,1
39794389,324.0,5.783825182329737,48.162952,11.590493,3.0549081965360876,Schwabing-Freimann,hotel_like,Private room,2,1.0,0,1.0,0,1.0,private,0,0,35,1,0,1,0,0,1,0,0,1,1,1
39812954,102.0,4.634728988229636,48.12711,11.59962,2.127022274264569,Au-Haidhausen,apartment_like,Entire home/apt,2,1.0,0,1.0,0,1.0,unspecified,0,0,13,1,1,0,1,0,0,0,1,0,1,0
39840875,189.0,5.247024072160486,48.20249,11.58519,7.275917180328611,Milbertshofen-Am Hart,apartment_like,Entire home/apt,2,0.0,0,2.0,0,1.0,unspecified,0,0,54,1,1,1,1,1,1,0,0,0,1,0
39876462,420.0,6.042632833682381,48.116544,11.59449,2.714212705132384,Obergiesing,apartment_like,Entire home/apt,2,1.0,0,1.0,0,1.5,unspecified,0,0,38,1,1,1,1,0,1,1,1,1,1,0
39882092,430.0,6.066108090103747,48.17486,11.5861,4.24193891494567,Schwabing-Freimann,serviced_apartment,Private room,2,0.0,0,1.0,0,1.0,private,0,0,55,1,1,1,1,1,1,1,1,1,1,1
39932401,147.0,4.997212273764115,48.12506,11.54489,2.648984436786252,Sendling,apartment_like,Private room,2,1.0,0,1.0,0,1.0,shared,0,0,24,1,1,1,0,0,1,1,0,1,1,1
39941806,63.0,4.1588830833596715,48.17552,11.57541,4.240975086068231,Schwabing-West,apartment_like,Private room,1,1.0,0,1.0,0,1.5,shared,0,0,32,1,1,1,1,0,0,0,0,0,1,0
39959373,129.0,4.867534450455582,48.10375,11.55985,3.9144557813683054,Untergiesing-Harlaching,apartment_like,Entire home/apt,2,1.0,0,1.0,0,1.0,unspecified,0,0,43,1,1,1,1,0,1,1,1,0,1,0
40057901,75.0,4.330733340286331,48.14846,11.47119,7.83260096457557,Pasing-Obermenzing,serviced_apartment,Entire home/apt,2,0.0,0,1.0,0,1.0,unspecified,0,0,12,0,1,1,1,0,0,0,1,0,1,0
40100371,999.0,6.907755278982137,48.1385,11.56028,1.1318169225400687,Ludwigsvorstadt-Isarvorstadt,hotel_like,Private room,2,1.0,0,1.0,0,0.0,shared,0,0,23,1,0,0,1,0,0,0,1,1,1,0
40125079,292.0,5.680172609017068,48.14158,11.59338,1.4107384691213085,Altstadt-Lehel,apartment_like,Entire home/apt,2,1.0,0,1.0,0,1.0,unspecified,0,0,17,1,1,0,1,0,0,1,1,1,1,0
40172700,98.0,4.59511985013459,48.17365,11.56573,4.096854539456347,Schwabing-West,apartment_like,Entire home/apt,2,1.0,0,1.0,0,1.5,unspecified,0,0,17,1,1,0,1,0,0,1,0,1,1,0
40188285,333.0,5.8111409929767,48.138847,11.551998,1.7471341061283907,Ludwigsvorstadt-Isarvorstadt,hotel_like,Private room,2,1.0,0,2.0,0,1.0,private,0,0,31,1,0,1,0,1,1,0,0,1,1,1
40189354,362.0,5.8944028342648505,48.143211,11.55895,1.3847537180620915,Maxvorstadt,hotel_like,Private room,3,1.0,0,2.0,0,1.0,private,0,0,36,1,0,1,1,1,1,0,1,1,1,1
40191312,226.0,5.424950017481403,48.162952,11.590493,3.0549081965360876,Schwabing-Freimann,hotel_like,Private room,1,1.0,0,1.0,0,1.0,private,0,0,36,1,0,1,0,0,1,1,0,1,1,1
40230681,232.0,5.4510384535657,48.135353088378906,11.577025413513184,0.2542408873388186,Altstadt-Lehel,hotel_like,Private room,1,1.0,0,1.0,0,1.0,unspecified,0,0,20,1,0,1,0,0,1,0,0,1,1,0
40231250,375.0,5.929589143389895,48.135353088378906,11.577025413513184,0.2542408873388186,Altstadt-Lehel,hotel_like,Private room,2,1.0,0,1.0,0,1.0,private,0,0,20,1,0,1,0,0,1,0,1,1,1,0
40360079,739.0,6.606650186198215,48.13557,11.55558,1.4874280733923864,Ludwigsvorstadt-Isarvorstadt,apartment_like,Entire home/apt,6,3.0,0,5.0,0,1.5,unspecified,0,0,41,1,1,1,1,0,0,0,0,0,1,0
40360534,844.0,6.739336627357174,48.13507403497123,11.556581370467972,1.422743395354073,Ludwigsvorstadt-Isarvorstadt,apartment_like,Entire home/apt,6,3.0,0,4.0,0,1.5,unspecified,0,0,52,1,1,1,1,0,1,1,1,1,0,0
40360677,866.0,6.7650389767805414,48.13472,11.55455,1.5781598909933467,Ludwigsvorstadt-Isarvorstadt,apartment_like,Entire home/apt,6,3.0,0,5.0,0,1.5,unspecified,0,0,48,1,1,1,1,0,1,1,0,1,0,0
40374243,47.0,3.8712010109078907,48.17746,11.5738,4.458352621511563,Schwabing-West,apartment_like,Private room,1,1.0,0,3.0,0,1.0,shared,0,0,30,1,1,1,1,0,1,0,0,0,1,0
40421213,65.0,4.189654742026425,48.1676,11.56652,3.4248444945603906,Schwabing-West,apartment_like,Private room,1,1.0,0,1.0,0,2.0,shared,0,0,18,1,1,0,1,0,1,1,0,0,1,0
40459210,447.0,6.104793232414985,48.13503,11.5784,0.34136430942972196,Altstadt-Lehel,hotel_like,Private room,2,1.0,0,1.0,0,1.0,unspecified,0,0,26,1,0,0,0,0,0,1,0,1,1,0
40459877,140.0,4.948759890378168,48.13684,11.58761,0.9050806384542079,Altstadt-Lehel,apartment_like,Private room,2,1.0,0,1.0,0,1.0,private,0,0,49,1,1,1,1,0,1,1,0,0,1,0
40517769,329.0,5.799092654460526,48.15327,11.62132,3.8352676126590315,Bogenhausen,apartment_like,Entire home/apt,2,1.0,0,1.0,0,1.0,unspecified,0,0,38,1,1,1,0,0,1,0,0,1,1,0
40576816,630.0,6.447305862541213,48.12962,11.55893,1.4985758859770866,Ludwigsvorstadt-Isarvorstadt,apartment_like,Entire home/apt,4,1.0,0,2.0,0,1.0,unspecified,0,0,27,1,1,0,0,0,1,1,0,1,1,0
40696340,155.0,5.049856007249537,48.10462728324577,11.53106299040325,4.910662495091471,Sendling-Westpark,apartment_like,Entire home/apt,4,1.0,0,3.0,0,1.0,unspecified,0,0,29,1,1,1,1,0,0,1,0,0,1,0
40715943,99.0,4.605170185988092,48.1606,11.63119,4.8757718937458305,Bogenhausen,apartment_like,Entire home/apt,1,1.0,0,1.0,0,1.0,unspecified,0,0,42,1,1,1,1,0,0,1,0,1,1,0
40719026,229.0,5.438079308923196,48.112339,11.550864,3.3287354607130375,Sendling,apartment_like,Entire home/apt,2,2.0,0,1.0,0,1.0,unspecified,0,0,41,1,1,0,1,0,1,1,0,0,1,0
40727143,140.0,4.948759890378168,48.13205,11.48581,6.677743594112733,Laim,apartment_like,Entire home/apt,3,1.0,0,1.0,0,1.0,unspecified,0,0,37,1,0,1,1,0,1,0,0,0,1,0
40731943,144.0,4.976733742420574,48.13204,11.48413,6.802030058089364,Laim,house_like,Private room,1,1.0,0,1.0,0,1.0,shared,0,0,17,1,0,0,0,0,0,1,0,0,1,1
40754638,45.0,3.828641396489095,48.10701,11.50711,6.093349161161345,Sendling-Westpark,apartment_like,Entire home/apt,2,2.0,0,2.0,0,1.0,unspecified,0,0,10,1,1,0,1,0,0,0,0,0,1,0
40886602,776.0,6.655440350367647,48.13593,11.58677,0.8560813028625708,Altstadt-Lehel,apartment_like,Entire home/apt,6,2.0,0,4.0,0,2.0,unspecified,0,0,46,1,1,1,1,0,0,0,1,1,1,0
40931594,198.0,5.293304824724492,48.15049,11.56637,1.6056006968531502,Maxvorstadt,apartment_like,Entire home/apt,2,1.0,0,1.0,0,1.0,unspecified,0,0,37,1,1,0,1,0,1,0,0,0,1,0
40961775,864.0,6.762729506931879,48.13593,11.58677,0.8560813028625708,Altstadt-Lehel,apartment_like,Entire home/apt,6,2.0,0,4.0,0,2.0,unspecified,0,0,46,1,1,1,1,0,0,0,1,1,1,0
41135001,57.0,4.060443010546419,48.15739,11.58113,2.2647030978377116,Schwabing-Freimann,apartment_like,Entire home/apt,2,1.0,0,1.0,0,1.0,unspecified,0,0,27,1,1,1,1,0,0,1,1,1,1,1
41135795,85.0,4.454347296253507,48.16594,11.57937,3.189081714156229,Schwabing-West,apartment_like,Private room,2,1.0,0,1.0,0,1.5,shared,0,0,39,1,1,1,1,0,0,1,1,0,1,0
41146464,443.0,6.095824562432225,48.13944,11.55037,1.8743459029694403,Ludwigsvorstadt-Isarvorstadt,apartment_like,Entire home/apt,6,1.0,0,4.0,0,1.0,unspecified,0,0,40,1,1,0,0,0,0,1,0,1,1,0
41188915,72.0,4.290459441148391,48.15646743774414,11.651825904846191,6.051604815036728,Bogenhausen,apartment_like,Private room,2,1.0,0,2.0,0,1.0,shared,0,0,26,1,1,1,1,0,0,0,0,0,1,0
41224455,280.0,5.638354669333745,48.08864509561688,11.490689614982298,8.303903029857494,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,house_like,Entire home/apt,6,3.0,0,5.0,0,3.5,unspecified,0,0,75,1,1,1,1,1,1,1,1,0,1,1
41309273,182.0,5.209486152841421,48.09242,11.50693,7.131699336388288,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,apartment_like,Entire home/apt,4,0.0,0,2.0,0,1.0,unspecified,0,0,51,1,1,1,1,0,1,0,1,1,1,1
41365870,130.0,4.875197323201151,48.13105,11.5926,1.4550222483071542,Au-Haidhausen,apartment_like,Entire home/apt,3,2.0,0,3.0,0,1.0,unspecified,0,0,29,1,1,0,1,0,0,0,0,0,1,0
41429452,99.0,4.605170185988092,48.116,11.6487,5.934429338423743,Tudering-Riem,apartment_like,Private room,1,1.0,0,1.0,0,1.0,shared,0,0,36,1,1,1,1,0,0,1,1,0,1,0
41448699,49.0,3.912023005428146,48.18459,11.53486,6.0511769668568425,Moosach,apartment_like,Entire home/apt,1,1.0,0,1.0,0,1.0,unspecified,0,0,15,0,1,0,1,0,0,0,0,1,1,0
41451197,88.0,4.48863636973214,48.1183,11.64902,5.858700216937744,Tudering-Riem,apartment_like,Private room,1,1.0,0,1.0,0,1.0,shared,0,0,26,1,1,1,1,0,1,0,1,0,1,0
41590208,98.0,4.59511985013459,48.13436,11.6009,1.9189408465746733,Au-Haidhausen,apartment_like,Entire home/apt,2,1.0,0,1.0,0,1.0,unspecified,0,0,40,1,1,1,1,0,1,0,0,0,1,0
41601011,56.0,4.04305126783455,48.18109,11.47608,8.828285215640387,Allach-Untermenzing,apartment_like,Private room,1,1.0,0,1.0,0,1.0,shared,0,0,40,1,1,1,1,0,1,1,0,0,1,0
41710827,188.0,5.241747015059643,48.1046,11.60427,4.226763637028413,Ramersdorf-Perlach,serviced_apartment,Entire home/apt,2,1.0,0,1.0,0,1.0,unspecified,0,0,40,1,1,0,1,0,0,0,1,0,1,1
41711024,191.0,5.2574953720277815,48.1046,11.60427,4.226763637028413,Ramersdorf-Perlach,serviced_apartment,Entire home/apt,2,1.0,0,1.0,0,1.0,unspecified,0,0,40,1,1,0,1,0,0,1,1,0,1,1
41711131,250.0,5.5254529391317835,48.1046,11.60427,4.226763637028413,Ramersdorf-Perlach,serviced_apartment,Entire home/apt,3,1.0,0,1.0,0,1.0,unspecified,0,0,39,1,1,0,1,0,0,0,1,0,1,1
41759275,163.0,5.099866427824199,48.13443,11.69743,9.05853904080037,Tudering-Riem,apartment_like,Entire home/apt,1,1.0,0,1.0,0,1.0,unspecified,0,0,40,1,1,1,1,0,1,1,1,1,1,1
42112326,170.0,5.14166355650266,48.1681,11.64617,6.260936884272913,Bogenhausen,house_like,Private room,2,1.0,0,1.0,0,1.5,unspecified,0,0,41,1,0,1,1,0,0,1,1,0,1,0
42275861,636.0,6.456769655572163,48.15056685993002,11.557726489111364,1.9691071445456823,Maxvorstadt,apartment_like,Entire home/apt,4,2.0,0,2.0,0,1.0,unspecified,0,0,7,1,1,0,1,0,1,0,0,0,1,0
42355563,209.0,5.3471075307174685,48.10482,11.52829,5.035611656504044,Sendling-Westpark,apartment_like,Entire home/apt,4,0.0,0,2.0,0,1.0,unspecified,0,0,30,1,1,1,0,0,1,0,0,0,1,0
42373717,183.0,5.214935757608986,48.17824,11.53217,5.562753127592495,Moosach,serviced_apartment,Entire home/apt,2,0.0,0,1.0,0,1.0,unspecified,0,0,40,1,1,1,1,0,0,0,1,1,1,1
42375451,257.0,5.552959584921617,48.10744,11.60025,3.8045787868633205,Ramersdorf-Perlach,hotel_like,Private room,2,1.0,0,1.0,0,1.0,private,0,0,38,1,1,1,1,0,0,1,1,1,1,1
42377118,275.0,5.62040086571715,48.10658,11.59875,3.8370624656130827,Ramersdorf-Perlach,hotel_like,Private room,2,1.0,0,1.0,0,1.0,private,0,0,39,1,1,1,1,0,0,1,1,1,1,1
42393334,120.0,4.795790545596741,48.17778,11.58444,4.541608512630823,Milbertshofen-Am Hart,apartment_like,Entire home/apt,2,1.0,0,2.0,0,1.0,unspecified,0,0,21,0,1,1,1,0,0,0,0,0,0,0
42395306,151.0,5.0238805208462765,48.07619,11.52721,7.688868090401272,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,apartment_like,Entire home/apt,3,2.0,0,2.0,0,1.0,unspecified,0,0,29,1,1,1,1,0,0,1,1,0,1,0
42463921,182.0,5.209486152841421,48.11333,11.49507,6.537303594453306,Hadern,apartment_like,Entire home/apt,4,1.0,0,1.0,0,1.0,unspecified,0,0,42,1,1,1,0,0,0,1,0,0,1,0
42524609,175.0,5.170483995038151,48.16544,11.5803,3.14089134863243,Schwabing-Freimann,apartment_like,Entire home/apt,2,1.0,0,1.0,0,1.0,unspecified,0,0,45,1,1,0,1,0,1,1,1,0,1,0
42698508,202.0,5.313205979041787,48.15167,11.53528,3.3768837421958895,Neuhausen-Nymphenburg,apartment_like,Private room,2,1.0,0,2.0,0,1.5,shared,0,0,8,1,0,0,0,0,0,0,0,0,1,0
42710875,150.0,5.017279836814924,48.1755,11.57967,4.250348244154528,Schwabing-West,apartment_like,Entire home/apt,3,1.0,0,1.0,0,1.0,unspecified,0,0,11,1,1,0,1,0,0,1,1,0,0,0
42726079,160.0,5.081404364984463,48.17295,11.58698,4.04678046002639,Schwabing-Freimann,apartment_like,Entire home/apt,3,1.0,0,1.0,0,1.0,unspecified,0,0,52,1,1,1,0,0,1,1,0,1,1,0
42774140,128.0,4.859812404361672,48.14312,11.44527,9.679864595816401,Pasing-Obermenzing,apartment_like,Entire home/apt,2,1.0,0,2.0,0,1.0,unspecified,0,0,14,1,1,0,0,0,0,0,0,0,1,0
42820840,59.0,4.0943445622221,48.19016,11.46339,10.17385540657772,Allach-Untermenzing,apartment_like,Entire home/apt,1,1.0,0,1.0,0,1.0,unspecified,0,0,19,1,1,0,1,0,1,0,1,0,1,0
42822937,100.0,4.61512051684126,48.07551,11.54799,7.175196612065515,Untergiesing-Harlaching,apartment_like,Private room,2,1.0,0,1.0,0,1.0,unspecified,0,0,26,0,0,1,0,0,1,1,1,1,0,0
42845770,453.0,6.118097198041348,48.13573,11.5587,1.255697336136246,Ludwigsvorstadt-Isarvorstadt,serviced_apartment,Entire home/apt,3,1.0,0,2.0,0,1.0,unspecified,0,0,25,1,1,0,1,1,0,0,0,1,1,0
42875109,408.0,6.013715156042802,48.1492471,11.538833,3.019702397767916,Neuhausen-Nymphenburg,hotel_like,Private room,2,1.0,0,1.0,0,1.0,private,0,0,41,1,0,1,0,1,1,0,0,1,1,0
42998045,523.0,6.261491684321042,48.12639,11.55436,1.9851387864488501,Ludwigsvorstadt-Isarvorstadt,serviced_apartment,Entire home/apt,4,0.0,0,2.0,0,1.0,unspecified,0,0,31,1,1,0,0,0,1,0,0,0,1,0
42998278,434.0,6.075346031088684,48.12763,11.55217,2.039034582283508,Ludwigsvorstadt-Isarvorstadt,serviced_apartment,Entire home/apt,2,1.0,0,1.0,0,1.0,unspecified,0,0,31,1,1,0,0,0,1,0,0,0,1,0
42998349,705.0,6.559615237493242,48.12699,11.5521,2.0820758425850263,Ludwigsvorstadt-Isarvorstadt,serviced_apartment,Entire home/apt,5,0.0,0,5.0,0,1.0,unspecified,0,0,52,1,1,1,0,0,1,0,0,1,1,0
42998395,532.0,6.278521424165844,48.12616,11.55211,2.134077757872058,Ludwigsvorstadt-Isarvorstadt,serviced_apartment,Entire home/apt,4,1.0,0,2.0,0,1.0,unspecified,0,0,31,1,1,0,0,0,1,0,0,0,1,0
43074108,400.0,5.993961427306569,48.1029,11.60486,4.412347796732687,Ramersdorf-Perlach,apartment_like,Private room,2,1.0,0,1.0,0,1.5,shared,0,0,16,1,1,1,1,0,0,0,0,1,1,0
43074349,90.0,4.51085950651685,48.13614,11.53978,2.649792707196172,Schwanthalerhöhe,serviced_apartment,Entire home/apt,2,1.0,0,1.0,0,1.0,unspecified,0,0,21,1,1,1,0,0,0,0,0,0,1,1
43093587,985.0,6.893656354602635,48.1385,11.56028,1.1318169225400687,Ludwigsvorstadt-Isarvorstadt,hotel_like,Private room,2,1.0,0,1.0,0,0.0,shared,0,0,22,1,0,0,1,0,0,0,1,0,1,0
43218570,163.0,5.099866427824199,48.13629,11.55261,1.6984614211305777,Ludwigsvorstadt-Isarvorstadt,apartment_like,Private room,2,1.0,0,1.0,0,1.0,shared,0,0,11,1,1,0,1,0,0,0,0,0,1,0
43269202,138.0,4.9344739331306915,48.1811,11.57021,4.8768955064159645,Milbertshofen-Am Hart,apartment_like,Entire home/apt,4,1.0,0,1.0,0,1.0,unspecified,0,0,37,1,1,1,1,0,1,0,0,0,1,0
43330813,393.0,5.976350909297934,48.17863,11.50532,6.9347798862565675,Moosach,hotel_like,Entire home/apt,1,1.0,0,2.0,0,1.0,unspecified,0,0,45,1,1,1,1,1,0,0,1,0,1,1
43337903,353.0,5.869296913133774,48.11858,11.52411,4.345529326638747,Sendling-Westpark,apartment_like,Entire home/apt,4,1.0,0,2.0,0,1.0,unspecified,0,0,44,1,1,1,1,0,0,1,1,1,1,0
43340734,50.0,3.9318256327243257,48.11588,11.59189,2.684416337503036,Obergiesing,apartment_like,Entire home/apt,2,0.0,0,0.0,0,1.0,unspecified,0,0,11,1,1,0,1,0,0,0,0,0,1,0
43347726,162.0,5.093750200806762,48.22802,11.48868,11.956419550081181,Feldmoching-Hasenbergl,apartment_like,Entire home/apt,5,3.0,0,3.0,0,1.0,unspecified,0,0,48,1,1,1,1,0,1,1,1,0,1,1
43369365,634.0,6.453624998892692,48.17596,11.58648,4.367365001882974,Schwabing-Freimann,serviced_apartment,Private room,2,0.0,0,1.0,0,1.0,shared,0,0,43,1,1,1,0,1,0,1,0,1,1,1
43422478,48.0,3.8918202981106265,48.11574,11.59058,2.655711010851042,Obergiesing,apartment_like,Entire home/apt,2,0.0,0,1.0,0,1.0,unspecified,0,0,18,1,1,0,1,0,0,0,0,0,1,0
43440504,285.0,5.655991810819852,48.12923431396485,11.559160232543944,1.5099717416159637,Ludwigsvorstadt-Isarvorstadt,apartment_like,Private room,1,1.0,0,1.0,0,1.0,shared,0,0,28,1,0,1,1,0,1,0,1,0,1,0
43445413,75.0,4.330733340286331,48.11973069824673,11.694408424042448,9.045106451687113,Tudering-Riem,house_like,Private room,1,1.0,0,1.0,0,1.0,shared,0,0,27,1,0,1,0,0,1,0,0,1,1,0
43513193,319.0,5.768320995793772,48.16036,11.64563,5.800480153048668,Bogenhausen,apartment_like,Entire home/apt,4,2.0,0,3.0,0,1.5,unspecified,0,0,58,1,1,1,1,0,1,1,1,0,1,0
43517781,268.0,5.594711379601839,48.13759,11.56794,0.5570303734818831,Altstadt-Lehel,apartment_like,Entire home/apt,4,2.0,0,2.0,0,1.5,unspecified,0,0,36,1,1,1,1,0,1,0,1,0,1,0
43550485,542.0,6.297109319933935,48.13327,11.54632,2.208750102320762,Schwanthalerhöhe,hotel_like,Private room,6,1.0,0,6.0,0,1.0,private,0,0,24,1,0,1,0,1,0,0,0,0,1,0
43551708,138.0,4.9344739331306915,48.13522,11.53994,2.6452798247322593,Schwanthalerhöhe,serviced_apartment,Entire home/apt,3,2.0,0,3.0,0,1.0,unspecified,0,0,27,1,0,1,0,0,0,1,0,0,1,1
43552782,371.0,5.918893854273146,48.16079,11.58942,2.802085979678581,Schwabing-Freimann,apartment_like,Entire home/apt,2,1.0,0,1.0,0,1.0,unspecified,0,0,44,1,1,1,1,0,0,1,1,0,1,0
43635159,114.0,4.74493212836325,48.10846,11.56754,3.268783735168469,Untergiesing-Harlaching,apartment_like,Private room,4,1.0,0,2.0,0,1.0,private,0,0,48,1,1,1,1,1,1,1,0,0,1,0
43647302,1140.0,7.039660349862076,48.16256,11.4807,7.565669397270481,Pasing-Obermenzing,house_like,Entire home/apt,7,4.0,0,4.0,0,2.5,unspecified,0,0,52,1,1,1,1,0,1,1,1,0,1,0
43662088,66.0,4.204692619390966,48.13731,11.58779,0.9164726014454596,Altstadt-Lehel,apartment_like,Private room,1,1.0,0,1.0,0,1.0,shared,0,0,35,1,1,1,1,0,1,1,0,1,1,0
43683188,50.0,3.9318256327243257,48.17613,11.57568,4.308840184715626,Schwabing-West,apartment_like,Private room,1,1.0,0,2.0,0,1.0,shared,0,0,39,1,1,1,1,0,1,0,0,0,1,0
43736110,108.0,4.6913478822291435,48.15247,11.48087,7.214429122265431,Pasing-Obermenzing,apartment_like,Entire home/apt,4,2.0,0,3.0,0,1.0,unspecified,0,0,47,1,1,1,1,0,0,1,0,1,1,0
43748107,125.0,4.836281906951478,48.17716,11.52424,5.830057814436548,Moosach,apartment_like,Entire home/apt,4,2.0,0,2.0,0,1.0,unspecified,0,0,63,1,1,1,1,0,1,1,1,0,1,1
43881616,199.0,5.298317366548036,48.14994,11.64208,5.137912803424673,Bogenhausen,house_like,Entire home/apt,5,3.0,0,5.0,0,1.5,unspecified,0,0,50,1,1,1,1,0,1,1,1,0,1,0
43886780,55.0,4.02535169073515,48.15096,11.57831,1.5249675683986292,Maxvorstadt,apartment_like,Entire home/apt,2,1.0,0,1.0,0,1.0,unspecified,0,0,25,1,1,0,1,0,0,1,0,0,1,1
43904288,999.0,6.907755278982137,48.1385,11.56028,1.1318169225400687,Ludwigsvorstadt-Isarvorstadt,hotel_like,Private room,4,1.0,0,4.0,0,4.0,shared,0,0,12,1,0,0,1,0,0,0,1,0,1,0
43905059,985.0,6.893656354602635,48.1385,11.56028,1.1318169225400687,Ludwigsvorstadt-Isarvorstadt,hotel_like,Private room,5,1.0,0,5.0,0,4.0,shared,0,0,14,1,0,0,1,0,0,0,1,0,1,0
43905484,999.0,6.907755278982137,48.1385,11.56028,1.1318169225400687,Ludwigsvorstadt-Isarvorstadt,hotel_like,Private room,6,1.0,0,12.0,0,4.0,shared,0,0,13,1,0,0,1,0,0,0,1,0,1,0
43905987,999.0,6.907755278982137,48.1385,11.56028,1.1318169225400687,Ludwigsvorstadt-Isarvorstadt,hotel_like,Private room,1,1.0,0,1.0,0,4.0,shared,0,0,15,1,0,0,1,0,0,0,1,0,1,0
43906801,999.0,6.907755278982137,48.1385,11.56028,1.1318169225400687,Ludwigsvorstadt-Isarvorstadt,hotel_like,Private room,4,1.0,0,4.0,0,1.0,private,0,0,13,1,0,0,1,0,0,0,1,0,1,0
43907428,999.0,6.907755278982137,48.1385,11.56028,1.1318169225400687,Ludwigsvorstadt-Isarvorstadt,hotel_like,Private room,5,1.0,0,5.0,0,1.0,private,0,0,13,1,0,0,1,0,0,0,1,0,1,0
43975586,259.0,5.560681631015528,48.1521,11.58495,1.782397829219807,Schwabing-Freimann,hotel_like,Private room,2,1.0,0,2.0,0,0.0,shared,0,0,39,1,0,1,0,0,1,1,0,0,1,0
44023117,99.0,4.605170185988092,48.13118,11.57736,0.7039784356974554,Ludwigsvorstadt-Isarvorstadt,apartment_like,Entire home/apt,4,2.0,0,2.0,0,1.0,unspecified,0,0,34,1,1,0,1,0,1,0,1,1,1,0
44038765,100.0,4.61512051684126,48.16426,11.5582,3.251061799760717,Schwabing-West,apartment_like,Entire home/apt,3,2.0,0,4.0,0,1.0,unspecified,0,0,34,1,1,1,0,0,1,1,0,0,1,0
44079321,255.0,5.545177444479562,48.12729,11.57312,1.1350907109868913,Ludwigsvorstadt-Isarvorstadt,apartment_like,Entire home/apt,4,1.0,0,2.0,0,0.5,unspecified,0,0,34,1,1,1,0,0,1,0,0,0,1,0
44093801,128.0,4.859812404361672,48.08843,11.55977,5.565927974839833,Untergiesing-Harlaching,apartment_like,Private room,2,1.0,0,1.0,0,1.0,private,0,0,25,1,0,1,0,1,1,0,0,0,1,0
44186707,325.0,5.786897381366708,48.15104,11.58441,1.65833158998292,Maxvorstadt,hotel_like,Private room,2,1.0,0,2.0,0,1.0,private,0,0,39,1,0,1,0,0,1,1,0,0,1,0
44187016,558.0,6.326149473155099,48.151039,11.584414,1.6583488829071864,Maxvorstadt,apartment_like,Entire home/apt,5,2.0,0,4.0,0,1.0,unspecified,0,0,55,1,1,1,0,0,1,1,0,0,1,0
44229586,236.0,5.4680601411351315,48.12841,11.54399,2.538160080260648,Schwanthalerhöhe,apartment_like,Private room,2,1.0,0,1.0,0,1.0,shared,0,0,24,1,0,1,0,0,0,0,0,1,1,0
44240830,101.0,4.624972813284271,48.11214,11.532,4.274666848948679,Sendling-Westpark,apartment_like,Private room,2,1.0,0,1.0,0,1.0,shared,0,0,20,1,1,0,1,0,0,1,0,0,1,0
44319001,1205.0,7.095064377287131,48.09866,11.53268,5.349090168591585,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,apartment_like,Entire home/apt,10,3.0,0,10.0,0,3.0,unspecified,0,0,35,1,1,1,1,0,0,0,0,0,1,0
44436632,226.0,5.424950017481403,48.12275,11.5649,1.8050805011568232,Ludwigsvorstadt-Isarvorstadt,serviced_apartment,Entire home/apt,1,1.0,0,1.0,0,1.0,unspecified,0,0,35,1,1,1,1,0,1,0,1,1,1,1
